"","newc","id","Site","Jan.01","Feb.01","Mar.01","Apr.01","May.01","Jun.01","Jul.01","Aug.01","Sep.01","Oct.01","Nov.01","Dec.01","Jan.02","Feb.02","Mar.02","Apr.02","May.02","Jun.02","Jul.02","Aug.02","Sep.02","Oct.02","Nov.02","Dec.02"
"951","C3","A 2","SW-81231133 ",1.567,2.175,2.773,3.395,3.877,4.269,3.594,2.85,2.229,2.088,1.415,1.248,3.95,3.853,3.66,2.58,3.044,2.94,2.315,1.409,1.812,0.6796,2.19,3.046
"952","C2","A 3","SW-81231155 ",1.722,1.92,3.54,3.546,3.939,3.727,2.534,3.569,2.31,2.212,1.192,1.269,2.166,2.184,3.592,3.411,3.971,3.798,2.68,3.505,1.966,1.721,1.212,1.273
"953","C3","A 2","SW-81231190 ",2.503,2.639,2.615,3.019,3.346,3.545,3.585,3.406,2.986,2.328,1.348,0.1585,4.668,3.017,3.678,2.835,2.5,2.42,1.548,0.9,2.647,1.975,1.974,3.316
"954","C3","A 2","SW-81231702 ",1.864,3.591,3.27,3.291,3.899,3.887,2.913,2.646,1.913,1.762,1.481,0.9609,3.694,3.884,4.171,3.294,3.095,2.574,1.204,1.92,2.495,1.419,1.685,2.043
"955","C3","A 1","SW-81232403 ",2.373,2.406,2.439,2.448,1.454,2.455,5.668,2.45,2.445,2.435,2.425,2.481,4.274,4.47,3.785,2.546,2.374,2.336,1.613,1.879,2.319,1.503,2.01,2.369
"956","C3","A 2","SW-81241110 ",1.452,1.892,2.192,3.92,3.89,3.503,3.766,3.458,2.384,1.851,1.448,1.723,5.044,3.428,3.116,2.252,2.435,2.524,2.107,1.646,1.899,1.211,2.622,3.194
"957","C4","A 4","SW-81241155 ",2.343,2.885,5.747,2.307,2.357,2.305,2.299,2.267,2.228,2.213,2.193,2.336,5.424,3.289,2.118,2.112,2.173,2.113,2.12,2.143,2.165,2.183,2.199,3.438
"958","C3","A 2","SW-81250144 ",1.269,1.825,1.734,2.396,3.515,3.494,4.058,4.334,2.519,2.541,2.084,1.707,3.802,4.474,3.241,2.427,1.973,1.929,1.492,1.487,1.525,2.454,3.204,3.47
"959","C3","A 1","SW-81261124 ",1.705,1.722,1.739,1.726,1.746,3.219,2.352,2.569,2.907,3.031,4.631,4.133,3.898,3.94,3.436,2.325,1.91,1.49,1.847,1.533,1.337,2.706,3.583,3.473
"960","C3","A 2","SW-81261152 ",2.409,2.295,2.347,2.359,2.37,5.795,2.368,2.361,2.355,2.233,2.287,2.299,4.315,3.008,2.963,3.116,2.487,1.481,1.495,1.413,1.363,2.667,3.331,3.839
"961","C3","A 1","SW-81271502 ",2.925,2.426,1.63,1.478,1.552,2.229,3.137,2.485,2.589,2.121,4.596,4.309,4.138,3.792,2.774,1.875,1.862,2.421,2.431,1.523,1.271,1.942,3.434,4.015
"962","C3","A 1","SW-81271593 ",3.161,1.837,1.846,1.85,1.331,1.418,2.966,3.688,4.458,2.441,2.823,3.66,4.627,3.138,2.702,1.997,1.484,2.102,2.358,1.042,2.602,2.461,2.901,4.065
"963","C3","A 1","SW-81281105 ",3.645,2.014,1.16,0.9997,1.436,2.705,3.47,3.727,3.474,2.484,2.975,3.389,3.492,4.234,3.21,1.75,1.068,1.714,1.579,2.454,2.337,2.386,3.511,3.743
"964","C3","A 2","SW-81290111 ",1.756,1.486,1.882,2.266,3.132,3.519,4.942,3.47,2.736,2.505,2.016,1.769,2.963,4.836,3.27,2.177,1.512,2.254,1.576,1.797,1.577,2.982,3.559,2.975
"965","C2","A 3","SW-81310201 ",1.497,1.394,1.955,2.087,2.842,4.148,4.304,3.632,2.862,2.983,1.904,1.87,3.069,4.239,3.581,2.539,2.835,2.873,1.392,2.439,1.455,0.7634,2.802,3.492
"966","C2","A 3","SW-81310252 ",1.231,1.407,1.985,2.496,2.817,4.096,4.405,3.497,2.882,2.774,1.894,1.994,3.32,4.708,3.636,2.813,2.907,2.962,1.44,2.067,1.335,1.465,2.176,2.649
"967","C2","A 3","SW-81310254 ",1.273,1.342,1.943,2.478,2.723,4.267,3.877,3.253,3.235,3.455,1.784,1.849,3.047,4.217,3.664,2.65,2.544,2.369,2.747,3.466,1.508,0.4354,2.039,2.795
"968","C2","A 3","SW-81311020 ",1.544,1.568,2.013,4.058,3.449,4.164,3.585,3.105,2.451,1.75,1.561,2.231,2.285,2.639,2.158,4.082,3.743,3.008,0.9492,3.681,1.919,1.409,2.033,3.571
"969","C3","A 2","SW-81311024 ",2.453,2.44,2.427,2.441,2.455,5.669,2.457,1.453,2.454,2.43,2.407,2.393,3.703,4.091,2.979,2.609,2.692,1.306,0.6762,2.492,2.151,1.938,3.28,3.561
"970","C2","A 3","SW-81420208 ",2.241,1.854,1.804,1.878,2.648,3.82,4.572,4.02,2.929,2.276,1.71,1.726,3.243,3.734,2.998,3.309,2.88,2.152,2.409,4.179,2.789,0.7863,1.713,1.286
"971","C2","A 3","SW-81420242 ",1.658,1.774,2.511,2.796,3.646,4.357,3.788,2.187,2.302,3.552,1.516,1.392,1.736,2.409,4.091,4.012,3.102,2.429,2.638,3.419,3.053,2.5,1.058,1.031
"972","C2","A 3","SW-81420261 ",2.727,2.671,4.095,3.925,3.455,3.303,3.154,2.172,1.302,1.15,1.552,1.973,1.505,1.935,3.696,4.033,3.843,3.447,2.983,3.096,2.319,1.566,1.47,1.584
"973","C2","A 3","SW-81420269 ",1.849,2.086,2.132,3.797,2.326,3.621,4.753,3.388,2,1.644,2.008,1.874,2.033,1.889,2.771,2.888,2.979,2.961,4.3,4.536,2.323,1.735,1.689,1.374
"974","C3","A 1","SW-81420276 ",2.212,2.879,1.487,1.66,2.085,3.064,4.27,2.431,1.859,1.893,3.003,4.636,3.842,4.255,3.68,3.317,2.926,2.066,1.173,2.209,2.172,1.262,1.904,2.672
"975","C3","A 1","SW-81430304 ",3.637,1.261,1.451,1.457,2.55,3.49,3.347,4.08,3.689,1.857,2.125,2.536,3.804,4.376,3.885,2.847,2.653,2.186,0.9574,1.835,2.215,2.738,1.591,2.39
"976","C4","A 1","SW-81511046 ",2.228,1.438,3.19,3.753,2.037,3.221,3.72,3.35,3.752,5.241,2.483,2.853,4.011,4.705,3.101,2.24,4.665,2.692,1.63,3.74,3.081,1.918,2.819,2.662
"977","C3","A 2","SW-81511584 ",2.22,2.371,2.368,2.968,3.526,3.981,4.294,4.319,4.103,3.466,2.489,1.161,4.204,5.374,4.379,3.122,2.82,2.752,2.331,2.449,2.363,2.351,2.365,2.756
"978","C4","A 1","SW-81511737 ",3.21,3.088,2.472,2.126,2.425,2.659,2.438,2.687,2.843,3.041,5.086,5.191,4.204,5.304,4.288,3.057,2.556,2.286,2.201,3.423,2.8,2.417,2.406,2.323
"979","C3","A 2","SW-81520166 ",2.759,2.75,2.757,2.73,2.711,2.927,2.687,2.679,6.151,3.697,2.65,2.768,4.007,3.635,3.26,3.276,2.752,1.88,1.359,2.213,2.523,3.381,4.235,4.746
"980","C3","A 2","SW-81520205 ",2.701,2.716,2.752,2.747,2.762,3.052,2.761,2.773,6.253,2.802,2.82,3.13,4.251,3.783,3.504,3.417,2.555,1.617,1.387,2.167,2.692,3.66,3.895,4.338
"981","C3","A 2","SW-81520593 ",2.115,3.685,3.342,2.048,2.014,4.011,4.597,1.992,1.987,2.152,1.972,1.562,4.358,3.763,2.7,2.494,2.372,2.232,1.88,1.954,0.8008,2.289,2.593,4.043
"982","C3","A 2","SW-81522004 ",2.754,4.859,5.564,2.717,2.732,2.915,2.712,2.658,2.617,2.555,2.567,2.614,4.052,3.688,3.444,2.523,2.23,1.742,1.856,2.504,2.564,3.535,4.7,4.426
"983","C2","A 3","SW-81610134 ",1.549,2.579,3.037,2.952,2.869,3.791,5.713,3.289,3.372,3.184,2.551,2.378,2.23,3.839,4.382,3.806,3.515,3.367,3.623,1.487,2.115,1.565,3.187,4.149
"984","C2","A 3","SW-81610138 ",1.592,2.706,2.956,2.475,2.408,3.613,5.606,3.241,3.937,3.328,2.545,2.858,2.219,3.831,4.825,2.73,2.034,3.066,4.283,2.145,2.65,1.901,3.275,4.307
"985","C4","A 1","SW-81610210 ",5.996,3.227,2.327,2.436,2.37,2.289,2.757,3.565,2.98,3.226,3.053,3.041,1.328,3.24,4.703,4.409,4.05,3.763,3.025,2.15,3.061,2.513,2.144,2.88
"986","C2","A 4","SW-81810104 ",2.851,1.562,3.341,4.818,3.411,2.519,2.714,3.912,4.594,3.346,2.206,1.992,2.712,1.397,3.738,5.054,3.362,2.976,3.134,3.245,4.473,2.142,2.256,2.777
"987","C2","A 4","SW-81810130 ",2.114,1.589,2.947,4.55,4.501,4.105,3.765,3.128,3.299,3.119,2.242,1.905,2.098,1.675,3.048,3.917,4.032,4.764,4.609,2.806,2.268,2.906,2.616,2.526
"988","C2","A 4","SW-81810151 ",1.865,1.769,2.481,3.904,4.588,4.38,3.707,3.331,3.616,3.392,2.352,1.879,1.99,2.277,2.95,2.725,3.528,4.768,4.974,3.787,3.29,2.626,2.214,2.136
"989","C4","A 1","SW-81810168 ",2.818,2.792,2.767,2.675,2.566,2.499,2.399,2.312,3.128,4.432,5.746,3.132,4.207,4.227,3.662,2.855,2.991,2.689,2.033,1.774,1.636,2.675,4.405,4.111
"990","C2","A 4","SW-81911144 ",2.107,2.27,2.322,2.519,2.928,3.712,4.689,4.71,4.152,3.422,2.433,2.001,2.186,2.516,2.885,2.685,2.873,3.639,4.622,4.857,4.096,3.098,1.988,1.822
"991","C4","A 1","SW-81913777 ",5.325,4.139,2.487,1.9,1.931,3.274,3.717,3.508,3.336,2.812,2.15,2.688,3.042,3.496,4.611,4.283,4.526,3.163,2.663,2.158,2.088,1.626,2.226,3.383
"992","C2","A 3","SW-81913833 ",3.661,2.798,1.36,1.084,2.882,3.555,3.795,4.488,3.99,3.169,3.197,3.287,1.705,4.02,5.09,3.519,3.21,3.019,3.712,3.761,2.707,1.709,2.099,2.714
"993","C2","A 4","SW-81915129 ",2.475,2.327,2.363,2.625,3.037,3.092,4.769,5.375,3.553,2.867,2.483,2.3,1.767,2.781,3.817,3.305,4.146,3.306,4.401,4.483,2.634,1.35,2.396,2.879
"994","C4","A 1","SW-81916017 ",5.935,3.586,2.516,2.244,3.354,2.616,2.409,3.512,2.495,2.897,3.148,2.553,2.987,3.781,4.596,3.837,4.263,3.641,2.224,2.447,2.269,1.425,2.085,3.711
"995","C3","A 2","SW-81930120 ",1.809,2.192,2.237,2.309,2.971,3.551,4.709,4.01,3.978,4.493,2.703,2.305,4.23,4.961,4.134,2.518,2.353,3.117,2.675,2.333,1.4,2.796,2.932,3.817
"996","C3","A 2","SW-81940158 ",2.482,1.282,1.778,2.496,2.988,3.254,4.479,4.169,3.206,3.099,4.478,3.556,4.865,4.607,3.557,3.074,3.35,3.115,2.132,2.104,1.579,2.228,2.986,3.669
"997","C3","A 2","SW-81940411 ",2.653,2.451,2.416,2.674,2.825,2.934,5.679,4.626,2.993,2.869,2.677,2.468,5.592,4.001,3.281,3.15,3.223,2.809,1.323,3.086,2.838,2.658,2.552,2.752
"998","C3","A 2","SW-81940805 ",2.626,1.15,2.251,3.489,3.873,3.686,4.89,4.114,3.25,2.756,2.955,2.225,4.935,4.461,3.701,3.398,3.443,3.04,1.441,2.473,2.04,2.273,2.678,3.383
"999","C3","A 2","SW-81942221 ",2.632,4.876,2.68,1.315,1.743,2.677,4.343,3.762,3.503,3.212,3.139,3.384,4.618,4.622,3.859,3.365,3.372,3.037,1.374,2.338,2.017,2.282,2.846,3.535
"1000","C3","A 2","SW-81950522 ",2.766,2.439,1.89,1.957,2.744,3.698,4.461,4.791,4.314,3.187,2.901,2.117,3.48,1.919,2.842,4.339,1.549,2.601,1.663,3.999,3.267,4.416,3.395,3.796
"1001","C2","A 4","SW-81951546 ",1.974,2.048,2.485,2.851,3.432,3.444,4.316,4.487,4.142,4.001,2.499,1.586,2.902,3.369,4.206,4.308,4.24,3.918,3.405,3.398,2.119,1.687,1.902,1.811
"1002","C4","A 1","SW-82010111 ",4.918,3.383,2.105,2.553,3.031,2.336,2.042,2.114,2.482,3.798,4.5,4.004,4.316,4.516,4.304,3.623,3.278,2.674,2.009,1.71,1.881,2.261,3.072,3.621
"1003","C2","A 4","SW-82010130 ",2.541,1.507,2.1,3.284,2.82,2.946,4.188,4.964,4.373,2.409,3.421,2.712,1.719,2.769,3.34,3.688,4.513,4.811,4.065,3.067,2.746,2.389,2.009,2.15
"1004","C4","A 1","SW-82010139 ",3.041,2.21,4.54,3.871,2.646,2.251,1.842,1.925,3.035,3.056,4.159,4.687,1.57,2.953,4.91,3.097,3.083,4.989,2.905,2.841,2.712,2.469,2.149,3.587
"1005","C4","A 1","SW-82010145 ",3.045,1.476,2.306,4.514,2.523,2.483,3.234,2.776,3.583,2.752,5.215,3.357,3.018,4.371,4.11,3.608,4.153,3.869,3.139,3.064,2.751,1.787,1.14,2.256
"1006","C4","A 1","SW-82010156 ",3.501,2.36,2.765,2.961,2.012,3.444,2.687,1.802,2.95,2.89,5.192,4.7,3.01,5.159,5.053,2.907,2.948,2.341,2.005,2.743,2.827,2.98,2.159,3.133
"1007","C3","A 2","SW-82010208 ",1.762,2.208,3.317,3.265,3.672,4.69,4.498,2.884,3.312,3.848,2.003,1.805,1.853,3.359,3.321,3.182,4.142,4.127,2.561,1.691,4.087,4.417,2.892,1.632
"1008","C2","A 3","SW-82010347 ",2.491,1.849,1.802,1.999,2.219,3.5,4.429,3.844,4.332,3.693,4.114,2.994,3.258,4.864,4.254,3.415,4.031,3.653,2.977,2.747,2.541,1.823,1.683,2.019
"1009","C3","A 2","SW-82110801 ",3.125,3.804,1.273,2.404,3.021,2.684,2.624,4.141,5.189,3.338,2.27,3.393,5.332,3.927,3.82,3.406,3.078,2.526,2.074,1.906,2.024,2.434,3.08,3.66
"1010","C3","A 2","SW-82110802 ",0.1807,2.857,3.365,3.425,2.973,2.779,3.727,4.203,3.474,3.355,3.614,3.313,5.899,3.969,3.126,2.487,2.366,2.313,2.494,2.712,2.718,2.822,2.931,3.428
"1011","C4","A 1","SW-82110803 ",3.208,2.961,2.753,2.724,2.846,2.689,1.434,2.203,4.773,2.677,4.552,4.446,1.623,3.992,4.908,4.024,2.794,2.354,2.558,2.51,2.041,2.952,3.202,4.307
"1012","C2","A 3","SW-82111139 ",3.243,2.201,1.568,1.316,2.32,3.725,3.871,3.946,4.282,3.608,3.281,3.904,2.64,3.799,4.625,3.843,3.346,3.76,3.704,2.408,1,1.962,2.655,3.524
"1013","C3","A 2","SW-82111141 ",3.992,3.992,3.105,3.105,3.105,3.992,3.992,2.219,1.333,3.105,3.992,1.333,5.23,3.76,2.982,2.52,2.717,2.711,1.864,1.596,2.728,3.269,3.949,3.939
"1014","C2","A 3","SW-82111503 ",1.87,1.864,2.583,2.725,2.462,2.979,4.787,3.192,3.224,5.068,3.668,2.844,3.004,4.085,4.903,3.881,3.313,3.154,3.439,1.813,1.542,2.055,2.4,3.676
"1015","C3","A 2","SW-82111612 ",2.606,2.739,2.671,2.593,2.614,2.25,2.425,4.71,4.716,4.59,3.379,1.973,4.509,4.04,4.192,3.397,3.061,3.047,2.891,1.56,1.477,2.198,2.836,4.057
"1016","C2","A 3","SW-82112121 ",2.435,1.933,1.991,1.929,2.179,3.352,4.621,4.511,3.569,3.05,3.713,3.982,1.935,3.895,4.562,3.767,3.923,4.124,3.749,2.306,2.111,1.744,2.199,2.948
"1017","C3","A 2","SW-82221813 ",2.594,2.737,2.78,2.806,3.12,2.832,2.831,6.259,2.814,2.816,2.817,2.859,5.032,4.491,3.969,3.291,3.029,2.696,2.417,2.015,1.906,2.323,2.458,3.638
"1018","C3","A 2","SW-82310103 ",2.523,2.494,2.464,4.516,2.793,4.548,3.213,5.052,2.442,2.43,2.418,2.372,4.425,4.581,4.244,2.979,3.267,2.397,2.141,1.65,2.251,2.177,3.3,3.853
"1019","C4","A 1","SW-82310132 ",2.771,2.709,2.64,2.72,2.785,2.845,2.893,2.904,2.906,2.909,6.267,2.917,3.13,5.101,4.188,3.375,3.341,2.816,1.374,1.936,2.668,2.328,3.224,3.784
"1020","C3","A 2","SW-82310411 ",1.688,2.175,1.828,3.303,2.681,4.443,4.026,4.78,3.623,3.448,2.681,2.588,4.506,4.606,4.219,2.802,3.381,2.733,2.236,1.665,2.176,2.049,3.131,3.762
"1021","C4","A 1","SW-82310924 ",4.529,2.249,2.372,5.705,2.545,2.624,2.701,2.776,2.849,2.919,2.987,3.008,3.023,5.489,4.08,2.489,3.383,2.819,2.339,2.044,2.356,2.07,3.507,3.667
"1022","C2","A 4","SW-82511104 ",1.864,1.994,2.194,2.471,3.309,4.154,4.693,4.291,3.83,3.565,2.858,2.044,3.676,2.408,2.502,1.373,2.309,4.002,4.603,3.922,4.067,3.203,1.881,3.32
"1023","C2","A 4","SW-82511119 ",1.706,1.912,2.258,2.799,3.454,4.074,4.512,4.241,3.488,4.064,2.802,1.956,2.385,1.543,2.503,2.351,3.058,4.304,4.526,3.774,3.97,4.211,2.333,2.308
"1024","C2","A 4","SW-82511149 ",1.845,2.123,2.269,2.772,4.171,4.464,4.121,4.206,3.91,3.03,2.317,2.039,2.074,2.113,2.352,2.678,4.244,4.73,4.115,3.775,3.987,2.941,1.923,2.333
"1025","C3","A 2","SW-82511157 ",1.76,2.513,1.755,2.414,3.502,4.181,4.546,4.117,3.902,3.355,3.296,1.925,5.009,3.921,4.387,2.942,2.778,3.226,2.887,2.452,2.541,2.051,1.448,3.624
"1026","C3","A 2","SW-82513920 ",2.097,1.661,1.793,2.247,2.868,3.471,4.951,3.823,4.039,3.338,3.72,3.257,4.29,4.399,3.561,2.729,2.246,2.056,1.73,2.252,2.25,3.411,4.277,4.064
"1027","C3","A 2","SW-82520705 ",2.598,2.889,3.314,3.978,4.575,4.165,3.581,2.583,1.983,4.029,2.291,1.28,4.319,4.775,4.163,3.542,2.929,2.972,1.363,3.276,2.916,1.811,2.382,2.817
"1028","C3","A 2","SW-82521205 ",2.083,3.71,1.696,2.641,3.488,3.329,4.514,4.868,2.881,3.545,2.711,1.802,4.038,5.185,4.445,3.381,2.96,2.825,2.761,2.759,2.82,2.194,1.877,2.021
"1029","C3","A 2","SW-82528005 ",1.513,2.559,2.288,3.144,3.897,4.417,4.394,3.903,3.879,3.144,2.266,1.861,3.962,5.051,4.33,3.399,1.876,2.851,1.937,2.409,3.547,2.157,2.51,3.236
"1030","C3","A 2","SW-82528011 ",1.804,2.294,2.719,4.53,4.564,4.496,3.603,3.126,3.22,2.661,2.226,2.022,3.007,3.8,4.007,4.566,4.083,4.233,1.908,2.123,3.176,2.196,2.002,2.165
"1031","C3","A 2","SW-82528098 ",4.334,2.195,1.958,2.312,2.599,2.893,4.672,3.075,4.176,3.004,1.842,4.205,3.44,3.652,3.578,5.723,2.789,2.891,1.597,2.943,2.986,2.449,2.864,2.354
"1032","C3","A 2","SW-82530105 ",3.132,3.146,3.159,3.234,3.309,3.372,3.436,3.493,3.549,3.629,0,3.807,3.033,4.935,4.212,3.357,3.434,4.254,2.291,1.877,2.842,2.855,2.616,1.56
"1033","C3","A 2","SW-82540105 ",1.997,1.619,1.658,2.289,3.709,4.29,4.158,3.426,3.02,4.151,3.95,2.999,4.473,4.604,4.156,3.459,2.167,2.627,1.552,2.575,2.918,2.013,2.863,3.857
"1034","C3","A 2","SW-82610505 ",2.516,1.966,2.118,2.584,3.571,3.986,4.625,5.035,3.237,2.58,2.759,2.287,4.534,4.31,4.06,3.198,2.987,2.563,1.798,1.55,2.079,2.815,3.275,4.096
"1035","C3","A 2","SW-82712204 ",1.67,1.418,1.819,2.922,4.249,4.157,2.937,3.303,3.231,2.507,1.688,1.578,3.602,3.851,3.09,0.4248,1.493,2.654,1.903,2.196,3.445,2.956,2.419,3.444
"1036","C3","A 1","SW-91210233 ",0.2501,1.764,2.38,2.166,3.975,2.972,3.3,3.501,2.224,2.353,3.15,3.444,5.22,3.663,2.673,2.107,2.115,1.746,1.747,1.653,2.283,2.731,2.771,2.77
"1037","C3","A 1","SW-91210355 ",0.005972,1.469,2.635,3.209,3.147,2.777,2.98,3.375,2.852,2.291,3.042,3.694,4.925,4.008,2.796,2.099,2.104,2.133,2.155,1.974,3.132,2.857,1.883,1.411
"1038","C3","A 1","SW-91221520 ",3.709,1.674,1.232,1.701,1.653,2.434,2.804,3.05,3.388,1.894,3.658,4.282,3.815,3.936,3.053,2.437,1.723,1.454,1.749,1.824,2.469,1.51,3.406,4.101
"1039","C4","A 4","SW-91221702 ",5.425,2.797,1.895,2.141,2.376,2.242,2.299,2.545,2.302,1.997,3.601,1.858,1.313,4.018,3.253,1.766,1.965,1.982,3.652,3.987,2.666,1.204,2.424,3.246
"1040","C2","A 3","SW-91241113 ",1.331,1.875,2.288,2.803,4.278,3.332,4.206,3.454,2.396,2.245,1.782,1.489,2.946,4.342,3.48,2.397,2.845,2.002,2.164,3.395,0.3996,1.717,2.899,2.892
"1041","C2","A 3","SW-91241146 ",1.315,1.784,2.38,2.667,3.95,3.253,4.664,3.289,2.418,2.292,1.835,1.631,2.567,3.644,3.016,2.354,2.916,2.091,2.521,5.099,1.165,2,2.217,1.888
"1042","C4","A 4","SW-91241162 ",4.376,2.956,3.026,1.536,4.265,1.27,2.824,2.856,2.6,2.392,1.84,1.536,4.825,3.53,2.541,1.795,1.853,1.562,2.056,4.095,2.431,2.308,2.28,2.204
"1043","C2","A 4","SW-91241172 ",0.7071,1.865,2.719,3.249,4.107,4.004,4.202,3.725,3.444,3.204,3.054,2.986,1.018,2.041,2.651,3.039,3.447,3.65,3.638,5.187,3.593,3.007,2.97,3.025
"1044","C4","A 1","SW-91241176 ",5.747,4.326,3.364,2.703,2.39,2.286,2.337,2.531,2.778,2.905,2.954,2.944,1.098,2.072,2.431,2.413,3.203,3.135,3.903,4.806,4.087,3.769,3.262,3.088
"1045","C3","A 2","SW-91241191 ",4.96,3.367,2.778,1.85,3.417,3.427,4.396,2.976,3.393,3.188,2.072,1.441,5.805,4.27,3.248,2.506,2.338,2.229,2.532,2.886,2.804,2.901,2.875,2.872
"1046","C3","A 2","SW-91251605 ",1.994,1.062,1.632,2.596,3.437,3.958,3.665,3.915,2.968,2.899,1.674,1.68,3.052,4.177,3.783,2.37,2.982,1.233,0.9883,1.938,2.194,2.072,3.707,2.983
"1047","C3","A 1","SW-91253904 ",2.604,2.6,2.596,2.519,2.451,2.373,2.259,2.171,2.34,1.98,1.877,5.707,4.009,3.043,3.616,4.196,3.114,2.85,2.025,1.392,1.72,1.202,2.112,2.198
"1048","C3","A 2","SW-91261128 ",2.748,1.327,1.773,2.272,2.45,3.905,4.514,3.644,2.924,2.656,1.87,1.395,3.816,4.22,3.69,1.856,2.414,2.401,1.059,1.569,1.856,2.109,3.134,3.354
"1049","C2","A 4","SW-A0340179 ",2.762,1.649,1.262,1.678,2.951,4.021,3.858,4.101,2.548,3.884,2.626,2.125,2.153,3.471,3.608,3.564,2.735,1.161,2.059,2.541,2.718,4.889,2.87,1.699
"1050","C3","A 2","SW-A0340303 ",0.0972,1.602,2.6,3.24,3.503,3.58,3.503,3.273,3.105,3.054,2.976,2.932,5.361,3.852,2.856,2.214,2.152,2.136,2.029,2.205,2.188,2.148,2.921,3.405
"1051","C3","A 2","SW-A0340317 ",2.074,1.865,1.568,1.634,2.295,2.62,2.797,3.216,3.428,4.34,4.663,2.965,4.537,4.302,3.571,3.213,2.807,2.317,1.78,1.992,1.652,1.799,2.151,3.345
"1052","C3","A 2","SW-A1260103 ",2.041,1.901,1.27,1.508,2.749,3.868,4.386,3.575,3.839,3.174,2.696,2.459,3.246,3.874,4.197,3.237,3.462,2.859,1.665,1.1,3.421,2.91,1.379,2.114
"1053","C3","A 2","SW-A1260105 ",1.84,1.888,1.369,1.55,2.776,3.648,3.923,4.15,3.713,3.572,2.871,2.168,1.792,3.451,3.886,2.804,2.713,2.284,1.303,1.064,2.92,3.673,4.04,3.535
"1054","C2","A 4","SW-A1260201 ",2.122,2.181,1.519,2.338,3.343,4.075,4.838,3.253,3.376,2.621,2.045,1.755,1.829,1.915,3.561,3.337,3.252,3.73,4.04,2.941,3.817,2.483,1.162,1.398
"1055","C3","A 2","SW-A1260204 ",2.704,2.7,0.9463,0.9442,2.514,3.436,3.691,4.325,3.22,3.192,3.169,2.626,3.454,2.421,4.499,2.911,2.811,2.545,1.679,1.452,2.653,1.482,3.185,4.376
"1056","C3","A 2","SW-A1260305 ",0.2788,1.869,2.616,2.625,3.143,3.497,3.691,3.959,3.259,3.461,2.839,2.229,5.269,3.999,3.211,2.57,2.148,2.032,1.914,1.959,2.204,2.236,3.037,2.887
"1057","C3","A 2","SW-A1260412 ",1.687,1.716,2.028,1.957,2.8,4.152,3.799,3.971,4.051,3.263,1.805,2.238,3.62,3.183,2.891,2.313,1.991,1.989,1.1,3.173,1.469,3.831,4.179,3.726
"1058","C3","A 2","SW-A1310101 ",3.831,3.266,0.788,1.089,2.99,3.254,3.338,3.895,2.954,2.058,2.577,3.426,4.322,3.249,3.705,2.881,2.924,2.283,1.866,0.8803,2.023,2.228,2.939,4.167
"1059","C1","A 3","SW-A1310207 ",5.52,3.933,2.911,2.323,2.08,2.049,2.134,2.269,2.402,2.539,2.678,2.627,0.03825,1.768,2.885,3.31,3.511,3.595,3.554,3.255,3.086,2.991,2.7,2.772
"1060","C3","A 2","SW-A2270106 ",1.81,2.418,1.845,1.8,2.348,3.146,4.08,3.289,3.075,4.991,2.806,1.858,3.814,3.669,4.217,3.508,3.298,2.285,1.223,1.926,1.442,2.077,2.507,3.5
"1061","C2","A 4","SW-A2270415 ",1.74,1.918,2.13,2.393,2.641,3.722,4.361,4.162,3.613,3.265,2.138,1.384,2.221,1.641,2.649,2.859,2.74,3.5,4.161,4.419,3.542,2.88,1.442,1.412
"1062","C3","A 2","SW-A2280103 ",1.356,1.825,1.929,2.158,2.973,3.492,3.896,3.83,3.798,4.06,2.515,1.634,4.233,1.08,3.796,2.754,2.567,2.945,2.227,1.95,2.364,1.717,3.99,3.844
"1063","C3","A 2","SW-A3190201 ",0.16,1.557,2.519,3.153,3.485,3.613,3.555,3.375,3.222,3.037,2.918,2.875,5.436,3.885,2.843,2.242,1.987,1.916,1.994,2.205,2.642,2.535,2.834,2.947
"1064","C2","A 4","SW-A3190203 ",0.1089,1.636,2.649,3.275,3.545,3.595,3.504,3.343,3.154,3.028,2.841,2.787,0.09184,1.638,2.653,3.307,3.579,3.543,3.498,3.284,3.101,3.038,2.88,2.853
"1065","C2","A 4","SW-A3190204 ",1.612,1.799,2.058,2.219,2.888,3.829,3.834,3.911,4.087,3.543,2.224,1.462,3.378,1.826,1.793,1.164,1.947,2.797,2.455,2.48,4.132,4.099,3.756,3.64
"1066","C3","A 2","SW-A3190210 ",1.543,1.422,1.521,1.971,2.719,3.591,4.068,4.088,3.82,3.267,2.851,2.605,5.459,3.91,2.878,2.257,1.985,1.936,2.061,2.256,2.505,2.569,2.789,2.863
"1067","C3","A 2","SW-A3230103 ",1.559,2.719,2.732,1.787,1.515,2.653,3.196,3.492,4.17,4.528,3.312,1.804,3.317,4.132,3.879,3.677,3.335,2.368,1.668,1.376,1.594,1.739,2.769,3.613
"1068","C3","A 2","SW-A4070103 ",2.584,1.612,1.543,1.924,1.902,2.435,2.737,3.838,4.148,4.524,3.42,2.802,3.946,4.177,4.272,3.778,2.899,2.342,1.699,1.831,1.532,2.405,2.187,2.399
"1069","C3","A 2","SW-A4070115 ",2.702,1.917,1.406,1.299,1.923,2.576,2.978,3.817,4.06,4.163,3.593,3.034,4.119,4.164,4.254,3.545,2.851,2.476,1.804,1.656,1.619,1.988,2.292,2.699
